Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
No,Basic,High School or Below,Employed,M,58268,Urban,Married,67,12,82,0,2,Corporate Auto,Corporate L3,Offer1,Agent,229,Two-Door Car,Medsize
No,Basic,College,Unemployed,M,0,Suburban,Single,68,22,43,0,1,Personal Auto,Personal L3,Offer4,Agent,542,Four-Door Car,Medsize
No,Basic,Doctor,Medical Leave,M,12608,Urban,Married,66,23,72,1,3,Personal Auto,Personal L1,Offer1,Agent,215,Four-Door Car,Medsize
No,Basic,Master,Employed,M,63499,Urban,Married,73,21,79,0,1,Personal Auto,Personal L3,Offer2,Agent,279,Four-Door Car,Medsize
No,Extended,High School or Below,Employed,M,36247,Urban,Married,96,35,29,0,7,Corporate Auto,Corporate L2,Offer1,Agent,330,Four-Door Car,Medsize
No,Basic,Master,Employed,F,30228,Rural,Married,73,28,44,0,5,Personal Auto,Personal L3,Offer2,Branch,163,Four-Door Car,Medsize
No,Basic,College,Unemployed,F,0,Suburban,Single,74,19,4,0,1,Personal Auto,Personal L2,Offer1,Call Center,501,Two-Door Car,Medsize
No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,116,3,97,0,3,Personal Auto,Personal L3,Offer1,Branch,1193,Four-Door Car,Large
No,Extended,Bachelor,Employed,F,99364,Suburban,Married,121,3,37,0,5,Personal Auto,Personal L2,Offer4,Web,581,Sports Car,Small
Yes,Basic,Bachelor,Retired,M,23665,Suburban,Married,67,19,50,0,2,Personal Auto,Personal L2,Offer1,Branch,405,Four-Door Car,Medsize
No,Extended,College,Unemployed,F,0,Suburban,Single,94,7,4,0,2,Corporate Auto,Corporate L3,Offer1,Branch,807,Four-Door Car,Large
No,Basic,High School or Below,Employed,M,69247,Urban,Married,61,12,64,1,3,Corporate Auto,Corporate L3,Offer4,Agent,227,Two-Door Car,Medsize
No,Extended,College,Employed,F,56047,Rural,Married,92,26,29,0,5,Corporate Auto,Corporate L2,Offer1,Agent,83,Four-Door Car,Large
No,Basic,College,Employed,M,28919,Urban,Married,73,11,76,0,5,Personal Auto,Personal L1,Offer3,Call Center,208,Two-Door Car,Medsize
No,Basic,Doctor,Unemployed,F,0,Urban,Married,70,5,29,0,4,Personal Auto,Personal L2,Offer1,Agent,223,Four-Door Car,Large
No,Extended,College,Unemployed,F,0,Urban,Married,83,8,78,0,4,Personal Auto,Personal L2,Offer2,Agent,254,Four-Door Car,Medsize
No,Basic,High School or Below,Employed,M,69900,Rural,Married,64,23,68,0,2,Personal Auto,Personal L2,Offer4,Branch,34,Two-Door Car,Large
Yes,Premium,High School or Below,Employed,M,55687,Suburban,Divorced,276,33,91,0,1,Personal Auto,Personal L3,Offer1,Agent,1325,Luxury SUV,Medsize
No,Extended,Bachelor,Employed,F,78294,Rural,Married,92,6,35,0,3,Personal Auto,Personal L1,Offer4,Agent,181,Four-Door Car,Medsize
No,Basic,Doctor,Employed,M,46896,Rural,Married,62,9,33,1,4,Personal Auto,Personal L3,Offer2,Agent,32,Four-Door Car,Medsize
No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,62,26,62,0,3,Personal Auto,Personal L2,Offer1,Branch,298,Two-Door Car,Small
No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,168,11,46,0,1,Personal Auto,Personal L3,Offer1,Agent,1477,SUV,Medsize
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,104,25,33,3,1,Personal Auto,Personal L2,Offer1,Web,749,Sports Car,Medsize
No,Extended,College,Employed,F,21385,Suburban,Divorced,127,14,37,0,1,Corporate Auto,Corporate L2,Offer3,Web,610,SUV,Large
No,Extended,Master,Employed,M,87128,Suburban,Single,97,26,45,0,3,Personal Auto,Personal L1,Offer2,Web,496,Two-Door Car,Medsize
No,Basic,College,Employed,F,35434,Urban,Married,66,19,26,0,2,Personal Auto,Personal L2,Offer2,Agent,297,Four-Door Car,Medsize
Yes,Basic,Master,Employed,F,29462,Suburban,Single,107,28,23,1,1,Corporate Auto,Corporate L3,Offer2,Branch,514,SUV,Large
No,Premium,College,Employed,F,53243,Suburban,Single,102,26,96,3,2,Personal Auto,Personal L3,Offer1,Agent,490,Four-Door Car,Small
No,Extended,High School or Below,Employed,M,21006,Suburban,Married,139,14,9,1,1,Personal Auto,Personal L2,Offer4,Branch,667,SUV,Medsize
No,Basic,College,Unemployed,F,0,Suburban,Single,65,24,93,0,9,Personal Auto,Personal L3,Offer1,Agent,312,Two-Door Car,Medsize
Yes,Basic,Bachelor,Employed,M,36088,Suburban,Single,72,16,31,0,9,Corporate Auto,Corporate L3,Offer1,Agent,346,Four-Door Car,Medsize
No,Extended,College,Employed,F,28948,Rural,Married,131,7,57,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,296,SUV,Medsize
No,Premium,College,Medical Leave,F,24417,Suburban,Divorced,185,22,25,0,1,Personal Auto,Personal L3,Offer1,Call Center,888,SUV,Medsize
No,Basic,High School or Below,Employed,M,67099,Rural,Married,69,11,24,0,6,Personal Auto,Personal L3,Offer4,Branch,23,Two-Door Car,Medsize
No,Extended,Bachelor,Employed,F,97830,Urban,Married,96,3,61,0,2,Personal Auto,Personal L3,Offer1,Agent,298,Four-Door Car,Small
No,Premium,College,Unemployed,M,0,Suburban,Single,101,15,90,0,2,Personal Auto,Personal L3,Offer1,Branch,727,Four-Door Car,Small
No,Basic,High School or Below,Employed,F,93558,Suburban,Married,67,19,5,0,1,Personal Auto,Personal L3,Offer4,Agent,478,Four-Door Car,Medsize
Yes,Extended,Doctor,Employed,F,37384,Suburban,Married,99,9,17,0,1,Personal Auto,Personal L3,Offer2,Agent,475,Four-Door Car,Medsize
No,Basic,Bachelor,Disabled,M,28227,Suburban,Married,62,14,24,0,2,Personal Auto,Personal L3,Offer1,Agent,551,Four-Door Car,Small
No,Basic,High School or Below,Employed,M,51008,Suburban,Married,74,5,95,0,2,Corporate Auto,Corporate L1,Offer3,Branch,355,Two-Door Car,Small
No,Basic,High School or Below,Employed,M,78185,Suburban,Single,61,23,54,0,1,Personal Auto,Personal L3,Offer4,Agent,293,Four-Door Car,Small
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,74,35,2,0,3,Personal Auto,Personal L3,Offer1,Branch,533,Four-Door Car,Medsize
No,Basic,College,Unemployed,M,0,Suburban,Divorced,68,34,68,0,4,Personal Auto,Personal L1,Offer1,Agent,670,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,F,97205,Rural,Divorced,100,22,40,2,2,Personal Auto,Personal L2,Offer3,Branch,6,Sports Car,Small
No,Basic,College,Unemployed,F,0,Urban,Married,101,28,34,0,6,Personal Auto,Personal L2,Offer1,Web,338,SUV,Medsize
No,Basic,Bachelor,Employed,F,26225,Urban,Married,72,18,25,1,7,Special Auto,Special L2,Offer2,Web,321,Four-Door Car,Medsize
No,Basic,College,Disabled,M,20545,Suburban,Single,70,23,86,0,2,Personal Auto,Personal L2,Offer3,Agent,336,Two-Door Car,Medsize
No,Extended,Master,Unemployed,F,0,Suburban,Married,83,20,32,0,1,Personal Auto,Personal L1,Offer2,Call Center,398,Four-Door Car,Medsize
No,Basic,College,Employed,F,35503,Urban,Married,67,14,95,0,1,Personal Auto,Personal L3,Offer1,Branch,216,Two-Door Car,Medsize
No,Basic,College,Employed,F,58988,Suburban,Married,118,3,76,0,2,Personal Auto,Personal L3,Offer2,Web,566,Sports Car,Medsize
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,74,16,89,1,2,Personal Auto,Personal L1,Offer1,Agent,355,Two-Door Car,Medsize
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,64,21,5,0,1,Personal Auto,Personal L3,Offer4,Branch,685,Two-Door Car,Small
Yes,Basic,College,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Special Auto,Special L2,Offer1,Branch,317,Four-Door Car,Small
No,Basic,College,Employed,M,67197,Rural,Single,111,2,9,0,2,Special Auto,Special L2,Offer1,Agent,148,SUV,Large
No,Premium,High School or Below,Employed,M,39032,Suburban,Married,198,31,15,0,7,Personal Auto,Personal L3,Offer1,Call Center,950,SUV,Medsize
Yes,Basic,College,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L2,Offer1,Agent,326,Four-Door Car,Large
No,Basic,High School or Below,Employed,M,34927,Urban,Married,70,5,2,0,1,Personal Auto,Personal L2,Offer4,Web,242,Two-Door Car,Large
Yes,Extended,Doctor,Employed,M,30817,Rural,Divorced,88,25,43,0,1,Personal Auto,Personal L2,Offer2,Branch,92,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,F,31535,Rural,Single,70,27,46,0,1,Personal Auto,Personal L2,Offer4,Branch,91,Four-Door Car,Medsize
Yes,Extended,Bachelor,Retired,F,23376,Suburban,Divorced,78,19,18,0,1,Personal Auto,Personal L3,Offer2,Call Center,374,Four-Door Car,Medsize
No,Basic,College,Employed,F,46244,Urban,Divorced,62,8,3,0,2,Corporate Auto,Corporate L3,Offer4,Agent,255,Four-Door Car,Medsize
No,Extended,Bachelor,Employed,M,34886,Suburban,Married,84,3,40,0,5,Personal Auto,Personal L3,Offer1,Call Center,403,Two-Door Car,Small
No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,66,27,51,0,1,Corporate Auto,Corporate L2,Offer3,Branch,317,Four-Door Car,Large
No,Premium,High School or Below,Employed,F,62935,Rural,Married,141,29,27,0,7,Personal Auto,Personal L1,Offer2,Agent,232,Sports Car,Small
Yes,Extended,Doctor,Employed,M,24164,Suburban,Divorced,137,2,40,0,5,Personal Auto,Personal L1,Offer2,Agent,658,Sports Car,Medsize
No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,87,6,3,0,1,Personal Auto,Personal L2,Offer2,Branch,760,Four-Door Car,Medsize
No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,68,20,66,1,2,Personal Auto,Personal L3,Offer1,Branch,326,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,F,40153,Suburban,Single,61,1,99,0,2,Personal Auto,Personal L3,Offer1,Agent,340,Four-Door Car,Medsize
No,Basic,College,Unemployed,F,0,Suburban,Married,104,12,7,0,3,Personal Auto,Personal L2,Offer2,Web,499,SUV,Medsize
Yes,Basic,Master,Employed,F,97131,Suburban,Married,64,5,80,0,6,Personal Auto,Personal L2,Offer2,Agent,307,Four-Door Car,Small
No,Basic,High School or Below,Employed,F,23712,Suburban,Married,106,2,12,0,1,Corporate Auto,Corporate L1,Offer4,Call Center,509,SUV,Medsize
No,Basic,Bachelor,Unemployed,F,0,Suburban,Divorced,64,26,72,0,2,Personal Auto,Personal L3,Offer1,Web,307,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,F,33171,Urban,Married,65,27,17,0,3,Personal Auto,Personal L3,Offer2,Branch,237,Four-Door Car,Medsize
No,Extended,College,Unemployed,F,0,Suburban,Single,83,18,90,1,2,Corporate Auto,Corporate L2,Offer2,Agent,398,Four-Door Car,Medsize
No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,68,24,73,0,1,Corporate Auto,Corporate L3,Offer1,Branch,326,Four-Door Car,Medsize
No,Basic,College,Employed,M,60228,Urban,Divorced,112,23,28,1,2,Personal Auto,Personal L2,Offer1,Agent,286,SUV,Medsize
No,Extended,High School or Below,Employed,M,27072,Suburban,Married,93,24,27,0,8,Personal Auto,Personal L3,Offer4,Branch,565,Four-Door Car,Large
Yes,Basic,Master,Disabled,M,26057,Suburban,Divorced,74,3,63,0,2,Personal Auto,Personal L1,Offer1,Call Center,524,Four-Door Car,Small
No,Premium,High School or Below,Employed,F,66331,Suburban,Single,107,0,74,0,1,Personal Auto,Personal L3,Offer4,Branch,514,Two-Door Car,Large
No,Basic,Master,Employed,F,66030,Urban,Married,69,33,19,1,1,Personal Auto,Personal L2,Offer4,Web,282,Four-Door Car,Medsize
No,Basic,College,Employed,M,59768,Suburban,Married,71,6,93,1,3,Personal Auto,Personal L3,Offer1,Branch,341,Four-Door Car,Small
No,Basic,College,Employed,F,45106,Suburban,Married,73,22,21,0,2,Personal Auto,Personal L2,Offer2,Agent,350,Four-Door Car,Medsize
No,Extended,Bachelor,Employed,F,78435,Urban,Divorced,130,11,19,0,4,Personal Auto,Personal L3,Offer1,Call Center,554,SUV,Medsize
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,63,31,99,1,1,Corporate Auto,Corporate L3,Offer1,Agent,454,Two-Door Car,Medsize
No,Basic,College,Employed,M,79507,Suburban,Married,70,7,17,3,1,Personal Auto,Personal L3,Offer2,Call Center,442,Two-Door Car,Medsize
No,Basic,High School or Below,Employed,M,44986,Suburban,Married,101,14,83,0,3,Corporate Auto,Corporate L1,Offer1,Call Center,624,SUV,Medsize
No,Extended,College,Employed,M,25899,Suburban,Divorced,79,10,11,0,8,Personal Auto,Personal L3,Offer4,Branch,569,Two-Door Car,Medsize
No,Basic,Bachelor,Medical Leave,M,13610,Suburban,Married,74,7,64,0,1,Personal Auto,Personal L3,Offer4,Agent,355,Four-Door Car,Large
No,Basic,Doctor,Unemployed,M,0,Suburban,Married,65,11,15,0,2,Personal Auto,Personal L3,Offer3,Agent,312,Four-Door Car,Small
No,Basic,Bachelor,Employed,M,77362,Suburban,Married,70,14,25,0,1,Personal Auto,Personal L3,Offer2,Agent,387,Two-Door Car,Medsize
No,Basic,High School or Below,Employed,M,96443,Suburban,Single,102,1,17,0,1,Personal Auto,Personal L3,Offer4,Branch,490,SUV,Medsize
No,Extended,Master,Unemployed,M,0,Suburban,Married,135,2,41,1,1,Personal Auto,Personal L3,Offer1,Call Center,940,SUV,Large
No,Extended,Doctor,Employed,M,90778,Rural,Married,76,31,29,0,7,Personal Auto,Personal L3,Offer3,Branch,62,Four-Door Car,Medsize
No,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,65,11,62,0,1,Corporate Auto,Corporate L3,Offer1,Branch,361,Four-Door Car,Large
No,Extended,Master,Employed,F,78494,Rural,Divorced,79,6,40,0,1,Personal Auto,Personal L3,Offer2,Web,122,Two-Door Car,Medsize
No,Basic,Doctor,Employed,F,83497,Urban,Married,69,28,15,0,1,Special Auto,Special L2,Offer2,Call Center,197,Four-Door Car,Medsize
Yes,Premium,College,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L2,Offer2,Branch,528,Four-Door Car,Medsize
No,Extended,College,Employed,M,63935,Urban,Married,87,20,63,0,6,Personal Auto,Personal L2,Offer2,Call Center,222,Four-Door Car,Medsize
No,Extended,Bachelor,Unemployed,M,0,Suburban,Married,96,5,35,0,1,Personal Auto,Personal L3,Offer4,Web,461,Four-Door Car,Medsize
No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,69,1,79,0,4,Personal Auto,Personal L1,Offer4,Agent,331,Four-Door Car,Medsize
No,Extended,College,Unemployed,F,0,Suburban,Single,77,20,89,0,9,Personal Auto,Personal L3,Offer1,Agent,370,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,F,62258,Rural,Single,65,14,17,0,5,Personal Auto,Personal L3,Offer1,Agent,117,Two-Door Car,Large
No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,80,10,81,0,1,Corporate Auto,Corporate L2,Offer1,Branch,739,Four-Door Car,Medsize
No,Extended,Master,Employed,F,58516,Suburban,Married,98,14,75,0,2,Corporate Auto,Corporate L2,Offer4,Branch,470,Two-Door Car,Large
No,Basic,College,Medical Leave,F,23285,Rural,Married,65,30,22,0,7,Personal Auto,Personal L2,Offer2,Web,118,Two-Door Car,Medsize
No,Basic,Bachelor,Employed,F,56901,Suburban,Married,104,29,82,0,1,Personal Auto,Personal L2,Offer1,Agent,499,SUV,Small
No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,61,12,75,1,2,Personal Auto,Personal L3,Offer2,Agent,293,Four-Door Car,Small
No,Basic,Doctor,Employed,M,99443,Rural,Married,117,6,6,4,5,Personal Auto,Personal L2,Offer3,Branch,228,SUV,Medsize
No,Basic,College,Unemployed,F,0,Urban,Divorced,113,4,70,0,4,Personal Auto,Personal L3,Offer1,Web,373,SUV,Medsize
No,Extended,Master,Employed,M,88246,Suburban,Married,77,3,27,1,1,Corporate Auto,Corporate L3,Offer2,Agent,429,Four-Door Car,Medsize
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,242,1,34,0,2,Personal Auto,Personal L1,Offer1,Branch,1742,Luxury Car,Medsize
Yes,Basic,College,Employed,M,64801,Urban,Married,64,23,19,0,2,Personal Auto,Personal L1,Offer2,Web,268,Four-Door Car,Medsize
No,Basic,College,Employed,F,57029,Rural,Married,68,24,97,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,136,Two-Door Car,Small
No,Extended,College,Employed,F,28045,Suburban,Married,99,7,99,0,2,Personal Auto,Personal L3,Offer1,Branch,475,Four-Door Car,Medsize
No,Premium,Master,Employed,M,44661,Urban,Married,101,2,1,0,1,Personal Auto,Personal L3,Offer3,Agent,437,Two-Door Car,Medsize
No,Extended,High School or Below,Employed,F,21246,Suburban,Married,83,19,51,0,1,Personal Auto,Personal L1,Offer1,Agent,398,Four-Door Car,Medsize
Yes,Extended,Doctor,Employed,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L3,Offer1,Branch,442,Two-Door Car,Medsize
Yes,Basic,High School or Below,Employed,F,74454,Suburban,Single,71,25,29,0,3,Personal Auto,Personal L3,Offer2,Call Center,341,Four-Door Car,Medsize
No,Basic,Master,Employed,M,62474,Rural,Married,63,20,63,0,5,Personal Auto,Personal L3,Offer2,Branch,112,Four-Door Car,Medsize
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,130,9,43,0,2,Personal Auto,Personal L2,Offer1,Branch,1377,SUV,Large
No,Basic,College,Medical Leave,M,20647,Urban,Divorced,63,17,10,0,7,Personal Auto,Personal L3,Offer3,Branch,185,Four-Door Car,Medsize
Yes,Extended,Bachelor,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Personal Auto,Personal L3,Offer2,Web,396,Four-Door Car,Medsize
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,70,9,96,0,2,Personal Auto,Personal L3,Offer1,Branch,340,Four-Door Car,Medsize
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,111,13,55,0,2,Personal Auto,Personal L3,Offer3,Call Center,900,Sports Car,Medsize
No,Extended,College,Disabled,F,19589,Suburban,Married,127,26,44,0,1,Personal Auto,Personal L3,Offer1,Agent,1027,SUV,Large
No,Basic,College,Medical Leave,F,22338,Urban,Married,67,9,37,1,9,Personal Auto,Personal L3,Offer1,Branch,308,Two-Door Car,Medsize
Yes,Premium,College,Employed,M,66839,Suburban,Single,154,33,24,0,1,Personal Auto,Personal L3,Offer2,Branch,739,Sports Car,Medsize
No,Basic,Master,Employed,F,99428,Rural,Married,64,16,25,1,5,Personal Auto,Personal L3,Offer1,Call Center,48,Four-Door Car,Medsize
No,Basic,College,Employed,F,31364,Suburban,Married,74,28,47,0,3,Personal Auto,Personal L3,Offer2,Web,461,Four-Door Car,Small
No,Extended,Bachelor,Medical Leave,M,15340,Suburban,Divorced,121,12,47,0,2,Corporate Auto,Corporate L2,Offer1,Branch,687,SUV,Medsize
No,Extended,College,Employed,M,36225,Rural,Married,123,7,84,0,8,Special Auto,Special L2,Offer1,Branch,221,SUV,Large
No,Basic,Doctor,Unemployed,F,0,Urban,Married,107,18,79,0,2,Personal Auto,Personal L3,Offer1,Branch,271,SUV,Large
No,Basic,High School or Below,Unemployed,M,0,Suburban,Divorced,61,5,21,0,1,Personal Auto,Personal L3,Offer1,Branch,293,Four-Door Car,Medsize
No,Basic,Bachelor,Employed,F,77601,Urban,Married,71,27,48,0,6,Personal Auto,Personal L3,Offer3,Branch,277,Two-Door Car,Small
No,Extended,Master,Employed,M,74243,Rural,Married,84,34,2,0,2,Corporate Auto,Corporate L2,Offer4,Call Center,71,Four-Door Car,Medsize
No,Extended,College,Employed,F,46707,Rural,Married,133,7,9,0,8,Personal Auto,Personal L2,Offer3,Branch,81,Sports Car,Medsize
No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,116,6,63,0,1,Personal Auto,Personal L2,Offer1,Agent,766,SUV,Medsize
No,Premium,College,Employed,M,50234,Suburban,Divorced,101,12,1,0,2,Personal Auto,Personal L3,Offer1,Agent,485,Four-Door Car,Small
No,Premium,Master,Employed,M,75526,Suburban,Married,103,26,68,1,2,Personal Auto,Personal L3,Offer3,Branch,494,Four-Door Car,Small
No,Basic,College,Unemployed,F,0,Suburban,Single,193,30,38,0,7,Personal Auto,Personal L1,Offer1,Agent,1610,Luxury SUV,Medsize
No,Basic,High School or Below,Employed,M,28343,Suburban,Married,69,19,88,0,8,Personal Auto,Personal L2,Offer2,Branch,331,Two-Door Car,Medsize
No,Basic,Bachelor,Employed,M,74948,Urban,Married,64,23,43,0,8,Corporate Auto,Corporate L3,Offer3,Call Center,217,Four-Door Car,Medsize
No,Premium,High School or Below,Employed,M,22728,Suburban,Married,116,28,81,0,1,Personal Auto,Personal L2,Offer2,Call Center,557,Four-Door Car,Large
No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,99,14,48,2,9,Personal Auto,Personal L1,Offer1,Branch,713,Two-Door Car,Medsize
No,Basic,High School or Below,Medical Leave,F,17331,Suburban,Divorced,117,13,39,0,6,Personal Auto,Personal L2,Offer1,Agent,1138,SUV,Medsize
No,Basic,College,Employed,F,35133,Suburban,Married,102,2,31,0,2,Personal Auto,Personal L3,Offer1,Agent,693,SUV,Medsize
No,Basic,College,Employed,F,63147,Rural,Married,64,1,91,0,4,Personal Auto,Personal L2,Offer1,Agent,88,Four-Door Car,Medsize
No,Extended,College,Employed,F,67575,Urban,Married,91,27,85,0,2,Personal Auto,Personal L3,Offer1,Agent,402,Four-Door Car,Medsize
No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,111,29,76,0,1,Personal Auto,Personal L2,Offer1,Branch,799,Two-Door Car,Small
No,Basic,High School or Below,Employed,F,48315,Suburban,Divorced,71,34,56,0,2,Personal Auto,Personal L1,Offer1,Agent,341,Four-Door Car,Medsize
Yes,Premium,High School or Below,Employed,F,34337,Suburban,Married,113,20,44,0,9,Corporate Auto,Corporate L3,Offer2,Web,542,Four-Door Car,Large
No,Basic,High School or Below,Employed,M,33818,Urban,Single,72,6,34,4,3,Personal Auto,Personal L3,Offer2,Agent,342,Four-Door Car,Large
No,Extended,High School or Below,Medical Leave,F,22439,Suburban,Married,98,30,63,0,1,Personal Auto,Personal L2,Offer1,Agent,470,Four-Door Car,Medsize
No,Basic,College,Employed,F,79055,Rural,Divorced,186,32,24,1,1,Personal Auto,Personal L1,Offer2,Branch,178,Luxury SUV,Medsize
No,Basic,College,Employed,F,45191,Urban,Married,69,18,34,0,1,Personal Auto,Personal L3,Offer2,Web,331,Four-Door Car,Large
