Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Scored Label Mean,Scored Label Standard Deviation
No,Extended,High School or Below,Employed,M,65167,Suburban,Married,131,22,85,0,1,Personal Auto,Personal L2,Offer2,Call Center,629,SUV,Medsize,40,0.000266146
Yes,Basic,College,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L3,Offer1,Agent,566,SUV,Medsize,70,0.000243669
No,Basic,Doctor,Employed,M,70837,Suburban,Married,73,7,19,4,3,Personal Auto,Personal L3,Offer2,Agent,363,Four-Door Car,Small,50,0.000285044
No,Basic,Bachelor,Disabled,F,17870,Suburban,Married,61,30,91,0,1,Corporate Auto,Corporate L2,Offer2,Branch,439,Four-Door Car,Medsize,10,0.000295804
No,Premium,College,Medical Leave,F,15462,Suburban,Married,115,34,18,0,1,Corporate Auto,Corporate L2,Offer1,Web,612,Four-Door Car,Medsize,30.9375,3.045873245
No,Basic,Bachelor,Retired,M,28992,Suburban,Divorced,74,3,90,4,2,Personal Auto,Personal L3,Offer2,Branch,355,Four-Door Car,Medsize,75,11.98957881
Yes,Basic,Bachelor,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L2,Offer1,Branch,535,Sports Car,Large,30,0.000273861
No,Premium,Bachelor,Employed,F,39448,Rural,Married,103,10,14,3,5,Personal Auto,Personal L1,Offer3,Web,66,Four-Door Car,Medsize,67.91666667,4.228704828
No,Extended,Doctor,Employed,M,57760,Urban,Single,78,9,67,0,3,Special Auto,Special L2,Offer2,Call Center,224,Four-Door Car,Medsize,50.83333333,3.004626074
No,Extended,Doctor,Medical Leave,F,14278,Urban,Married,134,6,9,0,2,Personal Auto,Personal L2,Offer2,Web,346,Sports Car,Small,90,0.000285045
No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,94,20,53,0,1,Personal Auto,Personal L3,Offer1,Agent,863,Two-Door Car,Small,20,0.000292261
No,Premium,College,Employed,M,62575,Suburban,Married,106,5,21,0,2,Personal Auto,Personal L1,Offer2,Call Center,509,Two-Door Car,Medsize,84.58333333,5.384519999
No,Basic,Bachelor,Unemployed,M,0,Rural,Married,61,17,14,1,1,Personal Auto,Personal L3,Offer4,Web,61,Two-Door Car,Medsize,10,0.000292261
No,Premium,College,Employed,M,49746,Suburban,Married,111,4,85,3,1,Corporate Auto,Corporate L2,Offer1,Agent,589,Four-Door Car,Medsize,30,0.000254133
No,Basic,High School or Below,Employed,F,36839,Rural,Married,61,22,93,0,3,Personal Auto,Personal L3,Offer2,Agent,152,Four-Door Car,Medsize,40,0.000234965
No,Premium,College,Unemployed,M,0,Suburban,Single,165,29,6,2,1,Personal Auto,Personal L2,Offer1,Agent,1188,SUV,Large,50.41666667,5.511981904
No,Basic,College,Employed,M,72117,Rural,Married,70,1,98,0,2,Personal Auto,Personal L2,Offer4,Branch,107,Four-Door Car,Medsize,75.41666667,10.06058039
Yes,Basic,College,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Personal Auto,Personal L3,Offer1,Agent,317,Two-Door Car,Medsize,10,0.000237171
No,Basic,College,Employed,F,45525,Suburban,Married,66,1,41,0,1,Personal Auto,Personal L2,Offer4,Agent,317,Two-Door Car,Small,10.41666667,2.319901834
No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,182,8,70,0,2,Corporate Auto,Corporate L2,Offer2,Agent,874,Luxury Car,Small,88.75,3.307189152
Yes,Basic,College,Employed,M,46900,Suburban,Married,66,13,59,0,1,Personal Auto,Personal L2,Offer2,Web,317,Four-Door Car,Medsize,10,0.000266145
No,Basic,High School or Below,Employed,M,22971,Suburban,Married,101,24,8,0,2,Personal Auto,Personal L3,Offer2,Web,562,SUV,Medsize,84.0625,4.990224827
No,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,102,10,85,0,2,Personal Auto,Personal L3,Offer2,Agent,490,Sports Car,Medsize,85,5.000000009
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,84,35,42,0,2,Personal Auto,Personal L1,Offer4,Call Center,605,Four-Door Car,Medsize,80.625,8.697760731
No,Basic,Bachelor,Employed,F,69819,Rural,Married,66,24,20,0,1,Personal Auto,Personal L1,Offer4,Agent,21,Four-Door Car,Medsize,10.41666667,2.319901834
Yes,Basic,College,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Personal Auto,Personal L3,Offer1,Branch,317,Four-Door Car,Small,10,0.000208452
No,Basic,Bachelor,Employed,F,70974,Suburban,Married,71,15,0,0,1,Personal Auto,Personal L3,Offer1,Agent,341,Four-Door Car,Large,20,0.000228218
No,Extended,Bachelor,Employed,M,37138,Suburban,Single,83,12,1,2,9,Personal Auto,Personal L3,Offer1,Call Center,417,Two-Door Car,Medsize,52.08333333,4.228704826
Yes,Extended,High School or Below,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L3,Offer2,Agent,599,Two-Door Car,Medsize,60,0.000281366
Yes,Premium,Master,Disabled,F,16181,Suburban,Divorced,181,22,79,0,8,Personal Auto,Personal L2,Offer1,Web,1261,SUV,Medsize,80,0.000206659
No,Extended,High School or Below,Unemployed,F,0,Suburban,Married,92,7,75,0,1,Personal Auto,Personal L2,Offer4,Agent,612,Two-Door Car,Medsize,20,0.000270031
Yes,Basic,College,Employed,M,28432,Suburban,Married,118,1,59,0,2,Corporate Auto,Corporate L3,Offer2,Branch,612,SUV,Small,80.83333333,3.004626076
No,Extended,Bachelor,Employed,F,86134,Rural,Divorced,98,17,78,0,2,Corporate Auto,Corporate L3,Offer1,Agent,3,Two-Door Car,Small,84.58333333,5.120085727
No,Basic,Bachelor,Employed,M,40238,Suburban,Married,73,17,88,1,9,Personal Auto,Personal L3,Offer1,Branch,350,Four-Door Car,Medsize,50,0.000268095
Yes,Basic,High School or Below,Medical Leave,M,12430,Suburban,Single,73,22,13,0,4,Personal Auto,Personal L2,Offer2,Call Center,350,Four-Door Car,Medsize,40,0.000195611
No,Extended,College,Employed,M,29938,Suburban,Divorced,90,8,35,0,1,Corporate Auto,Corporate L1,Offer2,Branch,562,Four-Door Car,Medsize,20,0.000295804
No,Basic,College,Disabled,F,26049,Suburban,Married,113,10,15,1,9,Personal Auto,Personal L1,Offer1,Web,619,SUV,Medsize,68.75,3.307189151
No,Basic,Bachelor,Employed,M,53305,Suburban,Single,63,32,73,0,4,Corporate Auto,Corporate L2,Offer1,Call Center,302,Two-Door Car,Small,40,0.000266146
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,92,30,81,0,2,Personal Auto,Personal L2,Offer1,Call Center,640,Two-Door Car,Medsize,81.04166667,5.132785421
No,Basic,College,Employed,F,60455,Suburban,Single,104,20,25,0,2,Personal Auto,Personal L1,Offer4,Agent,499,SUV,Medsize,88.75,3.307189149
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,112,13,33,0,1,Personal Auto,Personal L2,Offer2,Agent,1083,SUV,Medsize,28.33333333,3.908679806
No,Extended,Master,Employed,F,24191,Rural,Married,80,11,32,0,1,Personal Auto,Personal L2,Offer4,Branch,104,Four-Door Car,Medsize,20,0.000277639
No,Basic,Bachelor,Employed,F,28358,Rural,Married,117,24,37,0,1,Personal Auto,Personal L2,Offer2,Call Center,84,Sports Car,Medsize,30.625,2.997394715
No,Extended,College,Unemployed,F,0,Suburban,Single,129,15,73,0,1,Corporate Auto,Corporate L2,Offer1,Branch,1179,SUV,Medsize,30.83333333,3.004626076
No,Extended,Doctor,Unemployed,M,0,Suburban,Divorced,97,27,96,0,2,Corporate Auto,Corporate L2,Offer4,Web,469,Four-Door Car,Medsize,85.41666667,5.120085726
No,Basic,Bachelor,Employed,F,68899,Rural,Single,74,6,60,0,1,Personal Auto,Personal L3,Offer2,Branch,66,Two-Door Car,Medsize,20,0.000241523
No,Premium,Bachelor,Employed,F,49564,Rural,Single,193,22,82,0,2,Corporate Auto,Corporate L3,Offer1,Agent,286,Sports Car,Medsize,90,0.000262203
No,Basic,High School or Below,Medical Leave,M,10629,Suburban,Single,74,17,15,0,8,Personal Auto,Personal L3,Offer4,Web,533,Four-Door Car,Small,41.875,6.584783601
No,Basic,College,Employed,M,52629,Rural,Married,65,30,22,0,6,Personal Auto,Personal L3,Offer1,Branch,137,Four-Door Car,Medsize,40,0.000254133
No,Extended,College,Unemployed,F,0,Suburban,Married,204,35,45,0,2,Personal Auto,Personal L3,Offer1,Web,979,Luxury SUV,Large,89.90384615,1.01304367
Yes,Basic,College,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302,Four-Door Car,Medsize,65.41666667,9.851325351
No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,87,24,23,0,7,Corporate Auto,Corporate L2,Offer2,Agent,626,Four-Door Car,Large,50,0.000262202
No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,76,20,17,0,6,Personal Auto,Personal L1,Offer3,Call Center,785,Two-Door Car,Small,46.25,6.548430691
No,Basic,High School or Below,Employed,M,86788,Suburban,Single,70,32,68,0,1,Personal Auto,Personal L3,Offer2,Agent,336,Four-Door Car,Medsize,16.25,5.448623686
No,Basic,Bachelor,Employed,F,97666,Rural,Single,66,16,60,0,1,Personal Auto,Personal L3,Offer2,Branch,136,Four-Door Car,Medsize,10,0.000232737
No,Extended,Doctor,Employed,F,76114,Suburban,Married,88,6,97,0,1,Personal Auto,Personal L3,Offer2,Agent,422,Four-Door Car,Medsize,20,0.000266145
No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,111,27,36,0,9,Corporate Auto,Corporate L1,Offer3,Web,533,SUV,Medsize,67.29166667,4.92566268
Yes,Basic,College,Retired,M,28215,Suburban,Single,65,15,26,0,3,Personal Auto,Personal L3,Offer1,Agent,468,Two-Door Car,Medsize,30,0.000201556
No,Basic,Bachelor,Employed,F,47325,Rural,Married,107,0,92,0,6,Personal Auto,Personal L2,Offer1,Web,65,SUV,Small,70,0.000230489
No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,99,21,35,1,4,Corporate Auto,Corporate L1,Offer1,Call Center,700,Four-Door Car,Medsize,59.58333333,2.319901837
No,Extended,High School or Below,Employed,M,53808,Rural,Married,88,26,91,0,7,Personal Auto,Personal L2,Offer4,Branch,190,Four-Door Car,Medsize,60,0.000295804
No,Extended,College,Employed,F,22436,Suburban,Married,89,24,21,0,3,Special Auto,Special L2,Offer2,Branch,427,Four-Door Car,Small,60,0.000245798
No,Basic,College,Employed,F,35091,Suburban,Divorced,74,27,19,0,9,Corporate Auto,Corporate L1,Offer1,Branch,419,Two-Door Car,Medsize,50,0.000268095
Yes,Basic,Bachelor,Employed,F,35625,Urban,Married,65,10,56,1,3,Special Auto,Special L1,Offer2,Agent,289,Four-Door Car,Medsize,40,0.000266927
No,Basic,Bachelor,Employed,M,34322,Suburban,Married,70,20,46,2,1,Corporate Auto,Corporate L2,Offer2,Agent,336,Four-Door Car,Medsize,18.125,4.284784134
No,Extended,High School or Below,Employed,M,92107,Rural,Divorced,88,7,38,0,5,Personal Auto,Personal L3,Offer2,Agent,16,Four-Door Car,Medsize,59.58333333,2.319901832
No,Basic,Bachelor,Employed,M,38072,Rural,Married,113,10,36,1,3,Personal Auto,Personal L3,Offer1,Branch,151,SUV,Medsize,70,0.000270031
No,Basic,College,Disabled,F,11920,Suburban,Married,74,20,27,0,7,Personal Auto,Personal L3,Offer1,Call Center,355,Four-Door Car,Medsize,45.41666667,5.120085727
No,Basic,High School or Below,Employed,F,69674,Suburban,Married,62,14,18,1,2,Personal Auto,Personal L1,Offer3,Branch,298,Two-Door Car,Medsize,78.75,15.36025716
No,Basic,College,Unemployed,F,0,Rural,Married,112,6,37,3,7,Corporate Auto,Corporate L3,Offer2,Agent,79,SUV,Medsize,64.375,5.266343616
No,Basic,College,Employed,F,40903,Suburban,Married,61,12,5,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,410,Four-Door Car,Small,10,0.000281366
No,Basic,College,Unemployed,M,0,Rural,Married,64,20,13,0,4,Personal Auto,Personal L3,Offer2,Agent,137,Four-Door Car,Medsize,31.25,3.307189149
No,Basic,Bachelor,Employed,M,24495,Suburban,Single,70,29,65,0,1,Personal Auto,Personal L2,Offer4,Branch,336,Four-Door Car,Small,16.45833333,4.818763968
No,Extended,College,Employed,F,66711,Urban,Married,86,25,92,0,1,Corporate Auto,Corporate L2,Offer1,Call Center,366,Two-Door Car,Small,20,0.000262202
No,Extended,High School or Below,Employed,M,24475,Suburban,Single,84,11,55,3,1,Personal Auto,Personal L3,Offer2,Call Center,605,Four-Door Car,Medsize,20,0.000273861
No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,64,30,85,0,1,Personal Auto,Personal L3,Offer1,Branch,483,Four-Door Car,Large,10,0.000306186
No,Extended,Master,Employed,F,93854,Suburban,Married,87,18,41,0,9,Corporate Auto,Corporate L2,Offer4,Web,418,Two-Door Car,Large,58.75,3.30718915
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,70,13,48,0,9,Personal Auto,Personal L3,Offer1,Branch,504,Four-Door Car,Medsize,37.5,4.330127029
No,Basic,High School or Below,Employed,M,92539,Rural,Single,100,1,55,0,1,Corporate Auto,Corporate L3,Offer2,Branch,26,SUV,Medsize,30,0.000238048
No,Extended,High School or Below,Medical Leave,M,23402,Suburban,Divorced,82,3,28,0,2,Personal Auto,Personal L3,Offer3,Agent,394,Two-Door Car,Medsize,82.08333333,7.15648502
No,Basic,College,Employed,M,95427,Suburban,Single,65,2,85,0,5,Personal Auto,Personal L1,Offer1,Call Center,443,Four-Door Car,Medsize,41.66666667,3.908679809
No,Basic,High School or Below,Employed,M,35832,Urban,Divorced,65,1,44,0,7,Personal Auto,Personal L3,Offer1,Agent,177,Four-Door Car,Medsize,40,0.000258199
No,Basic,College,Unemployed,M,0,Suburban,Married,72,12,70,0,3,Personal Auto,Personal L1,Offer2,Web,346,Four-Door Car,Medsize,40.41666667,2.319901835
No,Basic,College,Employed,M,41463,Suburban,Married,74,2,78,0,2,Special Auto,Special L3,Offer2,Web,355,Four-Door Car,Medsize,77.5,9.682458369
No,Basic,Doctor,Employed,F,83218,Urban,Married,72,6,42,0,1,Personal Auto,Personal L3,Offer4,Agent,245,Four-Door Car,Medsize,20,0.000229129
No,Extended,High School or Below,Disabled,M,27951,Suburban,Married,91,32,4,0,2,Personal Auto,Personal L3,Offer1,Branch,437,Four-Door Car,Medsize,80,4.330127028
No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,72,16,48,2,1,Personal Auto,Personal L1,Offer1,Branch,346,Two-Door Car,Large,15.625,5.266343614
Yes,Basic,College,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Corporate Auto,Corporate L2,Offer1,Branch,350,Four-Door Car,Medsize,48.125,4.284784135
No,Premium,Bachelor,Employed,M,54710,Urban,Married,103,13,46,0,2,Personal Auto,Personal L3,Offer3,Branch,294,Two-Door Car,Medsize,81.875,4.284784133
Yes,Extended,Doctor,Employed,M,24164,Suburban,Divorced,137,2,40,0,5,Personal Auto,Personal L1,Offer2,Agent,658,Sports Car,Medsize,80,0.000222474
No,Extended,College,Unemployed,F,0,Suburban,Single,88,3,64,0,2,Personal Auto,Personal L3,Offer4,Web,634,Four-Door Car,Medsize,78.22916667,7.976065546
No,Basic,Bachelor,Employed,M,45600,Suburban,Married,113,6,96,0,3,Personal Auto,Personal L2,Offer1,Agent,618,SUV,Medsize,70,0.000285045
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,191,22,38,0,1,Personal Auto,Personal L2,Offer3,Web,2043,Luxury Car,Medsize,53.58333333,4.988180481
No,Basic,High School or Below,Employed,M,93872,Urban,Married,64,23,6,0,6,Personal Auto,Personal L3,Offer4,Web,206,Four-Door Car,Medsize,40,0.000270031
No,Extended,High School or Below,Unemployed,F,0,Suburban,Divorced,87,2,41,0,3,Personal Auto,Personal L2,Offer3,Call Center,418,Four-Door Car,Medsize,49.58333333,2.319901838
No,Basic,College,Employed,F,46244,Urban,Divorced,62,8,3,0,2,Corporate Auto,Corporate L3,Offer4,Agent,255,Four-Door Car,Medsize,61.875,8.992184111
No,Basic,College,Employed,F,59649,Rural,Married,69,33,71,1,8,Personal Auto,Personal L3,Offer2,Web,168,Four-Door Car,Medsize,48.125,4.284784134
No,Premium,High School or Below,Employed,F,96869,Suburban,Single,101,25,97,0,3,Personal Auto,Personal L3,Offer2,Agent,628,Four-Door Car,Medsize,68.75,3.307189151
No,Basic,Master,Employed,F,25778,Rural,Divorced,68,29,34,0,3,Corporate Auto,Corporate L2,Offer2,Call Center,20,Two-Door Car,Large,48.75,3.307189151
No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,63,2,82,2,8,Corporate Auto,Corporate L2,Offer2,Agent,302,Two-Door Car,Small,30.83333333,3.004626076
No,Extended,Bachelor,Employed,F,20656,Suburban,Single,130,15,5,0,2,Corporate Auto,Corporate L2,Offer1,Web,706,SUV,Medsize,88.75,3.307189151
Yes,Extended,College,Unemployed,M,0,Suburban,Married,122,27,2,0,1,Personal Auto,Personal L2,Offer2,Agent,726,SUV,Medsize,31.25,3.307189151
Yes,Extended,College,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Corporate Auto,Corporate L3,Offer1,Branch,413,Four-Door Car,Medsize,50.625,2.997394712
No,Extended,High School or Below,Employed,M,47412,Suburban,Married,81,10,39,0,7,Personal Auto,Personal L2,Offer1,Branch,422,Two-Door Car,Small,52.08333333,4.389855737
No,Basic,High School or Below,Employed,F,80415,Urban,Single,62,24,15,0,2,Corporate Auto,Corporate L2,Offer1,Agent,281,Two-Door Car,Medsize,71.875,12.92170601
Yes,Extended,College,Medical Leave,M,20978,Suburban,Married,98,19,96,1,1,Personal Auto,Personal L3,Offer2,Branch,1176,Four-Door Car,Small,20,0.000205142
No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,115,21,46,0,2,Personal Auto,Personal L3,Offer1,Agent,1164,SUV,Medsize,83.95833333,5.460559349
No,Extended,Bachelor,Employed,M,89030,Rural,Married,139,31,62,0,2,Personal Auto,Personal L3,Offer3,Agent,50,SUV,Medsize,90,0.000258199
No,Extended,Bachelor,Unemployed,F,0,Rural,Married,90,25,63,2,7,Personal Auto,Personal L3,Offer3,Call Center,134,Four-Door Car,Medsize,46.5625,11.10584728
No,Basic,College,Unemployed,M,0,Suburban,Single,67,6,60,1,1,Personal Auto,Personal L2,Offer4,Branch,322,Four-Door Car,Large,10,0.000273861
No,Premium,College,Employed,M,42512,Rural,Married,105,15,72,1,1,Personal Auto,Personal L2,Offer3,Agent,77,Four-Door Car,Medsize,30,0.000273861
No,Basic,College,Unemployed,M,0,Suburban,Married,68,10,48,1,3,Personal Auto,Personal L3,Offer3,Call Center,326,Two-Door Car,Medsize,34.16666667,5.951190362
Yes,Extended,High School or Below,Unemployed,M,0,Suburban,Single,79,21,53,1,7,Corporate Auto,Corporate L2,Offer1,Agent,407,Two-Door Car,Medsize,49.16666667,3.004626073
No,Extended,High School or Below,Employed,M,28928,Rural,Married,87,23,7,1,1,Personal Auto,Personal L3,Offer3,Agent,193,Four-Door Car,Medsize,19.0625,3.045873243
No,Basic,College,Employed,M,86599,Suburban,Married,73,32,89,0,1,Corporate Auto,Corporate L1,Offer2,Web,350,Four-Door Car,Medsize,20,0.000228218
No,Basic,College,Employed,F,76505,Rural,Married,65,32,89,0,2,Personal Auto,Personal L3,Offer1,Branch,144,Four-Door Car,Medsize,74.79166667,12.59512417
No,Basic,Bachelor,Employed,F,97736,Rural,Married,74,19,22,0,2,Personal Auto,Personal L2,Offer4,Agent,60,Four-Door Car,Medsize,80.625,9.822646032
No,Extended,High School or Below,Employed,F,88304,Urban,Single,95,2,17,0,2,Personal Auto,Personal L3,Offer2,Branch,276,Four-Door Car,Large,84.58333333,5.697830978
No,Basic,College,Employed,F,51455,Rural,Married,67,16,85,0,1,Personal Auto,Personal L1,Offer2,Agent,11,Four-Door Car,Medsize,11.25,3.307189148
Yes,Basic,College,Medical Leave,F,25370,Suburban,Married,102,10,77,0,2,Personal Auto,Personal L2,Offer1,Branch,490,Sports Car,Large,80,0.000285045
No,Extended,Bachelor,Unemployed,F,0,Urban,Married,137,19,30,0,1,Personal Auto,Personal L2,Offer1,Web,452,SUV,Medsize,37.5,4.330127027
No,Basic,Bachelor,Employed,M,48008,Rural,Married,73,33,55,4,1,Personal Auto,Personal L3,Offer2,Branch,137,Four-Door Car,Medsize,20,0.000245798
Yes,Basic,College,Employed,M,50825,Urban,Married,102,3,46,0,3,Personal Auto,Personal L2,Offer1,Agent,370,SUV,Medsize,70,0.000270031
No,Extended,College,Employed,M,30430,Suburban,Single,86,6,77,0,2,Special Auto,Special L3,Offer4,Web,426,Four-Door Car,Small,84.79166667,5.555121516
Yes,Premium,College,Employed,M,66839,Suburban,Single,154,33,24,0,1,Personal Auto,Personal L3,Offer2,Branch,739,Sports Car,Medsize,50,0.000262996
Yes,Basic,Bachelor,Employed,M,25632,Suburban,Married,63,27,52,0,7,Personal Auto,Personal L2,Offer2,Call Center,351,Two-Door Car,Medsize,40,0.000223607
Yes,Extended,College,Unemployed,M,0,Suburban,Married,122,27,2,0,1,Personal Auto,Personal L3,Offer2,Agent,726,SUV,Medsize,30,0.000270031
No,Basic,College,Medical Leave,F,24518,Urban,Married,74,23,62,0,3,Personal Auto,Personal L2,Offer1,Call Center,242,Two-Door Car,Large,48.75,3.307189151
No,Basic,High School or Below,Employed,M,95621,Suburban,Married,66,7,90,5,2,Personal Auto,Personal L2,Offer4,Web,352,Two-Door Car,Small,75.9375,14.35800626
No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,110,35,78,1,1,Personal Auto,Personal L2,Offer1,Agent,1273,Sports Car,Medsize,28.125,4.284784135
No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,62,27,53,0,2,Corporate Auto,Corporate L3,Offer1,Branch,298,Two-Door Car,Medsize,71.875,15.99560487
No,Premium,Bachelor,Employed,M,67739,Rural,Divorced,149,4,76,0,2,Personal Auto,Personal L3,Offer1,Agent,270,SUV,Medsize,90,0.000270031
No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,197,3,85,0,9,Corporate Auto,Corporate L3,Offer2,Agent,1418,Luxury Car,Large,81.45833333,3.578242516
Yes,Basic,College,Retired,M,28215,Suburban,Single,65,15,26,0,3,Personal Auto,Personal L1,Offer1,Agent,468,Two-Door Car,Medsize,30,0.000216506
No,Basic,Master,Employed,F,69736,Urban,Married,111,11,7,0,3,Personal Auto,Personal L3,Offer1,Branch,424,SUV,Medsize,70,0.000280836
No,Extended,College,Disabled,F,25222,Suburban,Single,90,28,69,0,3,Personal Auto,Personal L3,Offer2,Agent,476,Four-Door Car,Small,57.5,4.330127029
No,Basic,Master,Unemployed,M,0,Urban,Married,105,0,47,0,2,Personal Auto,Personal L1,Offer3,Agent,451,Sports Car,Medsize,85.9375,4.990224826
